timestamp,user_id,session_id,usage_index,task_label,filename
2025-11-21T02:12:33.044490,1,20251121021230_1_x1uf,1,webtoon,user1_sess20251121021230_1_x1uf_run1_20251121_021230_236_0000.png
2025-11-21T02:19:30.197682,1,20251121021927_1_0pm7,1,webtoon,user1_sess20251121021927_1_0pm7_run1_20251121_021927_670_0000.png
2025-11-21T02:35:03.801665,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023501_334_0000.png
2025-11-21T02:35:06.712729,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023505_995_0001.png
2025-11-21T02:35:09.787189,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023508_907_0002.png
2025-11-21T02:35:13.213561,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023512_002_0003.png
2025-11-21T02:35:15.967063,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023515_426_0004.png
2025-11-21T02:35:18.449448,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023518_217_0005.png
2025-11-21T02:35:21.098740,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023520_696_0006.png
2025-11-21T02:35:23.621827,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023523_413_0007.png
2025-11-21T02:35:26.324329,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023525_841_0008.png
2025-11-21T02:35:28.967422,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023528_518_0009.png
2025-11-21T02:35:32.125839,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023531_205_0010.png
2025-11-21T02:35:34.703710,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023534_344_0011.png
2025-11-21T02:35:37.207096,1,20251121023501_1_m5sl,1,webtoon,user1_sess20251121023501_1_m5sl_run1_20251121_023536_958_0012.png
2025-11-21T02:43:31.593877,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024329_259_0000.png
2025-11-21T02:43:34.783484,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024333_773_0001.png
2025-11-21T02:43:37.454328,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024336_959_0002.png
2025-11-21T02:43:40.046946,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024339_638_0003.png
2025-11-21T02:43:42.609313,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024342_279_0004.png
2025-11-21T02:43:45.242940,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024344_863_0005.png
2025-11-21T02:43:47.849367,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024347_463_0006.png
2025-11-21T02:43:50.708271,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024350_128_0007.png
2025-11-21T02:43:53.592682,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024352_909_0008.png
2025-11-21T02:43:56.485775,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024355_830_0009.png
2025-11-21T02:43:59.204391,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024358_733_0010.png
2025-11-21T02:44:01.723275,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024401_470_0011.png
2025-11-21T02:44:04.382273,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024403_971_0012.png
2025-11-21T02:44:06.840787,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024406_659_0013.png
2025-11-21T02:44:09.691560,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024409_119_0014.png
2025-11-21T02:44:12.673986,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024411_934_0015.png
2025-11-21T02:44:15.897503,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024414_865_0016.png
2025-11-21T02:44:19.069220,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024418_084_0017.png
2025-11-21T02:44:21.702165,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024421_266_0018.png
2025-11-21T02:44:24.123446,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024423_955_0019.png
2025-11-21T02:44:26.604199,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024426_366_0020.png
2025-11-21T02:44:29.148034,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024428_875_0021.png
2025-11-21T02:44:31.736483,1,20251121024329_1_5q3k,1,webtoon,user1_sess20251121024329_1_5q3k_run1_20251121_024431_365_0022.png
2025-11-21T03:02:51.395403,1,20251121030248_1_egbz,1,sns,user1_sess20251121030248_1_egbz_run1_20251121_030248_839_0000.png
2025-11-21T03:02:54.658780,1,20251121030248_1_egbz,1,sns,user1_sess20251121030248_1_egbz_run1_20251121_030253_621_0001.png
2025-11-21T03:02:57.722955,1,20251121030248_1_egbz,1,sns,user1_sess20251121030248_1_egbz_run1_20251121_030256_867_0002.png
2025-11-21T03:03:00.910525,1,20251121030248_1_egbz,1,sns,user1_sess20251121030248_1_egbz_run1_20251121_030259_917_0003.png
2025-11-21T03:03:03.989217,1,20251121030248_1_egbz,1,sns,user1_sess20251121030248_1_egbz_run1_20251121_030303_104_0004.png
2025-11-21T03:03:06.868462,1,20251121030248_1_egbz,1,sns,user1_sess20251121030248_1_egbz_run1_20251121_030306_198_0005.png
